Email,Avatar,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,App_vs_Web_ratio,Spend_per_membership_year,Avatar_freq,cluster
hking@hotmail.com,PeachPuff,11.76,36.88,3.52,487.65,0.31887200870737503,138.53689246111009,0.012,0
annstone@hotmail.com,LightPink,11.76,38.13,1.82,402.17,0.30841855996804196,220.97240605911756,0.008,1
christopher44@hotmail.com,WhiteSmoke,11.55,35.77,4.18,551.02,0.3228962727733779,131.82293497058973,0.008,0
autumn88@mendoza-mills.com,MediumOrchid,12.48,35.54,3.39,497.39,0.3511536198324812,146.722670583283,0.004,0
dhudson@ramos.net,Olive,11.73,36.07,4.43,494.64,0.3252009890434991,111.65685967113777,0.01,0
egomez@hotmail.com,MistyRose,12.21,37.2,2.91,479.25,0.3282257976283388,164.69066505475425,0.006,0
kimberlyruiz@smith-gordon.com,DarkRed,11.9,36.87,2.78,462.66,0.322755619127865,166.4244005667624,0.006,1
mooremichelle@logan.com,Pink,12.22,36.36,3.45,515.5,0.3360835991176128,149.42024654485607,0.008,0
aaron22@gmail.com,DarkGray,12.01,36.53,4.71,576.48,0.32877086425483537,122.39487847242495,0.004,0
michelleshepherd@price.com,Orchid,11.91,36.06,1.23,357.86,0.33028285273758035,290.94285289198956,0.01,1
zscott@wright.com,PeachPuff,12.13,38.19,4.02,597.74,0.31762240592766683,148.69150530062058,0.012,0
tracy79@wheeler.net,Magenta,11.31,37.13,1.71,327.38,0.30460543214097946,191.45018043849097,0.01,1
brian28@sanchez.org,GhostWhite,11.61,37.68,3.16,510.4,0.30812101093097105,161.5189362281847,0.01,0
leonardhancock@hotmail.com,SeaShell,11.69,36.81,3.45,510.5,0.3175767368221479,147.9709716026169,0.006,0
davidsonkathleen@gmail.com,DarkBlue,11.2,37.84,2.21,403.82,0.2959830788587981,182.7238992199551,0.006,1
nathan84@lowery.net,MediumSeaGreen,12.63,35.54,5.41,627.6,0.3553742162246985,116.00737227220475,0.008,0
kellydeborah@chan.biz,DarkTurquoise,13.35,37.97,2.77,510.66,0.35159335392169205,184.35372406002742,0.006,1
lewisjessica@craig-evans.com,Tan,13.57,36.42,3.75,573.85,0.37259746368485824,153.02662585956645,0.006,0
katrina56@gmail.com,PaleVioletRed,11.7,37.19,3.58,529.05,0.3146006906533829,147.7792883298077,0.008,0
dale88@hotmail.com,Cornsilk,11.5,38.33,4.96,551.62,0.30002608139770204,111.21368725530499,0.008,0
cwilson@hotmail.com,Teal,12.39,36.84,2.34,456.47,0.3363192091118564,195.07256620830506,0.014,1
hannahwilson@davidson.com,DarkMagenta,12.42,35.77,2.74,497.78,0.34721832968358035,181.67146654326035,0.01,1
